,state,county,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CHR,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_food_insecure,percent_age_65_and_older,percent_age_17_and_younger
0,Alabama,Autauga,32.5349279554825,-86.6427478088138,55049,92.6055333801792,33.3,34.7,8.7216859511,45.0418,90,62.009973681,3.6290788612,5.6,59338,26168,791,41,110026,21019,13.2,14,25.2
1,Alabama,Baldwin,30.7274889936377,-87.7225752373643,199510,125.493186705965,31,26.5,11.333404467,72.89727,86.361576801,67.371619818,3.6153821564,6.3,57588,28069,2967,44,111447,25227,11.6,18.7,22.2
2,Alabama,Barbour,31.8695888091185,-85.3932129145765,26614,30.0765381110855,41.7,23.5,12.242792457,31.65809,81.41025641,34.857648621,5.1713842112,12.8,34382,17249,472,37,76557,13475,22,16.5,21.5
3,Alabama,Bibb,32.9986341529285,-87.1264801385788,22572,36.2554444767049,37.6,33.5,10.206252586,48.52656,83.763837638,44.137353434,3.9718277335,7.1,46064,18988,471,38,87957,20134,14.3,14.9,21.1
4,Alabama,Blount,33.98087819855,-86.5673834130292,57704,89.4904119021366,33.8,30.3,13.360759494,22.40877,93.468795356,53.361073248,3.5111573222,6,50412,21033,1085,39,91702,20699,10.7,17.2,23.6
5,Alabama,Bullock,32.1005343779333,-85.7156862699383,10552,16.9426930187977,37.2,24.6,11.440376122,29.10079,70.247933884,34.976094152,4.6901172529,13.3,29267,17909,203,28,69189,9337,24.8,15.1,21.6
6,Alabama,Butler,31.7524178062516,-86.6803028820603,20280,26.1061634875127,43.3,39.5,11.186009539,25.22068,81.589958159,41.678756477,4.7902176352,9.8,37365,19011,423,35,80036,14757,20.6,18.1,23.3
7,Alabama,Calhoun,33.771436514234,-85.8260345892421,115883,191.261170368094,38.5,31.7,11.929167524,63.62876,92.368045649,59.243988636,4.6528321587,11.7,45400,22231,2373,38,90822,18078,15.7,15.9,22.1
8,Alabama,Chambers,32.9143528740884,-85.3920334889517,34018,57.0263634811693,40.1,30.1,11.938076809,41.52701,86.23853211,48.460334029,3.9080911233,7.5,39917,21532,654,42,80754,17019,17.9,18.4,21.4
9,Alabama,Cherokee,34.1759260075593,-85.6038003875482,25897,46.7691504420992,35,31.3,11.172649917,38.67425,94.904458599,51.836210062,3.5708139735,5.9,42132,22544,568,41,81932,17401,12.5,20.3,20.6
10,Alabama,Chilton,32.8478699835387,-86.7188037582823,43817,63.2413693567896,37.7,33.2,13.759705874,20.42345,88.205980066,39.905569642,3.6095707537,7.9,47547,22045,829,42,90324,17684,13.1,15.2,24.2
11,Alabama,Choctaw,32.0197775016724,-88.2631848997968,13287,14.5451563211506,41.3,36.2,11.342078708,38.62495,78.632478632,58.008658009,5.5389859395,13.6,39907,20773,269,34,84485,14417,19.5,20.7,20.8
12,Alabama,Clarke,31.6766821203951,-87.8308139065017,24847,20.0627490013432,34.1,34.6,11.926366291,53.97999,90.909090909,38.229960102,7.473449587,17.1,40741,20543,438,28,85325,10075,22.9,18.1,22.6
13,Alabama,Clay,33.2690305969931,-85.8605830724965,13483,22.3242891000964,40.6,32.6,13.883338091,37.40555,89.808917197,35.323033708,3.9074291464,6.6,39201,21115,275,43,86322,16995,14.5,19.4,21.6
14,Alabama,Cleburne,33.6745195883524,-85.518813831547,14991,26.7646603791292,37.3,31.3,13.34452371,26.84564,98.02955665,45.014164306,4.2486505311,7.2,46495,19791,305,34,79176,16579,13.5,18.2,23.5
15,Alabama,Coffee,31.4026522757973,-85.9881591675225,50991,75.0987887228696,34.2,30.8,11.99236659,53.97694,92.517006803,63.770962381,3.9486957775,6.2,55122,25325,797,37,104459,22422,14.2,15.8,23.8
16,Alabama,Colbert,34.7004766900769,-87.8049337147506,54377,91.7569957632382,30.6,36.6,9.683862525,64.22018,92.136752137,54.66543892,4.61776593,7.5,49055,23318,1044,45,88336,18565,14.7,18.5,21.6
17,Alabama,Conecuh,31.429239748367,-86.9936783666157,12697,14.9348977763205,43,40.7,12.033455306,40.09945,80.373831776,36.263736264,5.2291944815,20.4,32613,16004,262,44,63947,14363,20.9,20.3,22.2
18,Alabama,Coosa,32.9362495116424,-86.2476572937147,10864,16.690066897741,40.3,35.3,13.026201416,NA,82.716049383,42.868954113,4.1819012797,12.6,42423,18080,217,39,79721,17978,15.7,18.7,18.3
19,Alabama,Covington,31.2484986581257,-86.4512771459695,37729,36.6138932625081,31.7,35.5,12.103617686,51.22398,94.902912621,53.610581506,4.5783441122,10.7,40203,21738,780,39,84143,17115,14.6,20.2,22
20,Alabama,Crenshaw,31.7315375353875,-86.3135790093729,13896,22.8237481117917,38,33.5,12.267525036,14.41857,89.08045977,44.907827138,4.0806605272,7.4,39057,20455,290,36,82870,15094,15.8,17.5,22.9
21,Alabama,Cullman,34.1319499964658,-86.8675825749094,81316,110.649445931361,36.9,36.7,12.658246768,55.58577,90.519877676,50.378489972,3.2804652392,6.1,45796,21041,1501,41,86556,19514,11.8,17.8,22.5
22,Alabama,Dale,31.4318149499692,-85.6110090405247,49607,88.4061746916208,37.2,32,9.6988639182,18.28302,90.316205534,57.649513213,4.2047713718,10.4,45309,22834,859,41,89227,17623,16.1,15.4,23.6
23,Alabama,Dallas,32.325976007532,-87.1064720778568,41426,42.3278309732924,43.1,26.9,10.372407688,73.95129,86.193293886,50.673677292,6.5477792732,14.9,34035,17611,918,34,73852,12189,27.2,15.7,25.2
24,Alabama,DeKalb,34.4598061323521,-85.8041138637093,70937,91.2850000150476,29.2,31.7,17.319033941,41.8895,92.742927429,45.800442955,3.8169205749,6.3,39491,18685,1302,40,78879,16455,12.4,15.5,24.7
25,Alabama,Elmore,32.5966528384219,-86.1491639423542,80957,130.895077801914,34.3,26.4,8.6557164469,25.71103,86.157253599,54.726881335,3.4475345963,7.5,60367,24771,1229,39,108702,24801,13.3,13.9,22.9
26,Alabama,Escambia,31.1261417372159,-87.1615837041193,37875,40.0759701355002,39.4,32.4,14.428344867,34.71573,87.792207792,37.530662306,4.5707915273,15.2,38418,17420,822,35,73248,13274,18.4,16.7,22.3
27,Alabama,Etowah,34.045265538097,-86.0347632602892,103363,193.099390530308,35.5,34.1,12.46599573,80.77466,90.272052762,55.234253305,4.1024689066,8.5,44903,21287,2201,36,88317,18745,14.6,17.4,22
28,Alabama,Fayette,33.7212302642574,-87.7388663868369,16783,26.7380007690964,41,33.7,11.459956373,97.15812,91.803278689,52.331743508,4.1190990435,8.8,39254,20201,342,45,76052,15425,14.4,19.5,21.5
29,Alabama,Franklin,34.4416987415131,-87.8437398551369,31573,49.8140929458345,34.3,38.1,15.3034504,44.4515,92.105263158,41.067168864,3.7316059987,9.7,39388,18193,531,38,80837,18366,12.9,16,24.3
30,Alabama,Geneva,31.0950591970446,-85.8390912462457,26765,46.5957910877853,38.7,36.8,14.07272901,30.27894,90.287769784,43.35687305,3.9259054465,10.3,37823,20189,569,46,78554,15768,14.8,19,22.2
31,Alabama,Greene,32.8531567358996,-87.9522131020639,8587,13.2698809606746,35.5,18.3,11.446345257,48.01921,77.528089888,50.282167043,6.7300916138,18.2,28524,13679,184,30,54552,9281,29.7,18,23.2
32,Alabama,Hale,32.7626697338447,-87.6291511506437,15159,23.540914962685,40.4,27.8,10.560162464,20.25385,91.282051282,46.728971963,5.090969788,12.1,34724,19296,312,33,72247,11356,22.2,17.7,23.5
33,Alabama,Henry,31.5147100821191,-85.2414182671998,17187,30.5954564800358,36.3,35.4,12.187736563,29.15962,97.905759162,53.465085639,4.4339343778,7.5,46027,22825,332,42,92359,18855,14.2,20.6,21.1
34,Alabama,Houston,31.1532056661362,-85.3024767547949,103891,179.16377189043,38.1,30.6,11.070223497,84.33481,90.917431193,59.288537549,4.0420819491,8.1,47993,24086,1637,45,95176,18511,16.5,16,23.8
35,Alabama,Jackson,34.7794728354736,-85.9993509729766,52608,48.807506946656,38.7,29.1,13.050941708,53.94055,90.117252931,44.67778134,4.1091175079,8.6,41929,20487,1126,42,78124,15499,13.6,18.5,21.7
36,Alabama,Jefferson,33.554319742462,-86.8964957084218,659096,593.091932779715,34.6,30.1,10.049484847,107.5551,88.73381114,68.1047602,3.7116179533,8.2,55013,28162,11214,44,107340,20100,17.8,14.3,23.1
37,Alabama,Lamar,33.7791478450799,-88.0969592328537,14066,23.2555056602555,35.7,36.5,11.531698288,NA,94.285714286,52.603823336,3.8105226359,9.5,40936,20206,290,40,75451,14943,15.2,20.2,21.7
38,Alabama,Lauderdale,34.9014132850946,-87.6540149813345,92641,138.746578714391,32.5,28.5,11.285158773,50.78995,94.385285576,59.327000331,4.1906931492,7.6,48707,24893,1553,49,89714,19834,14,18.3,20.5
39,Alabama,Lawrence,34.5216828660879,-87.3109941458565,33433,48.4061183870748,32.6,36.4,14.028629857,15.12905,88.055555556,48.394783045,4.1885192902,8.3,43909,21911,666,40,94296,19238,13.4,16.2,21.9
40,Alabama,Lee,32.6011520958516,-85.3554754125552,153947,253.389133599536,29.9,21.3,10.350184992,52.59771,91.143028127,72.652780087,3.6207035122,6.1,48937,24951,1701,42,103546,16341,17,10.3,21.8
41,Alabama,Limestone,34.8101055627959,-86.9814061176911,90257,161.190715660087,33.9,29.3,11.014042165,33.89759,92.007434944,58.79575447,3.5453966457,7.9,64863,26086,1258,46,111527,21752,12.2,13.9,23.4
42,Alabama,Lowndes,32.1547538945184,-86.650102951271,10565,14.7574175295662,46.9,33.7,10.822831727,9.92457,91.304347826,35.206470839,7.3103448276,12.3,33973,18434,249,32,76397,11793,26.4,17.3,23.2
43,Alabama,Macon,32.3859650550022,-85.6926570325556,19684,32.326726094371,49.6,32.3,10.554682237,37.32338,80,56.03470944,5.4631525077,15,32495,18385,431,33,74309,11007,25.6,16.7,18
44,Alabama,Madison,34.7630964591462,-86.550230730226,349973,436.588488141541,32.9,22,9.4393471314,88.35439,93.194374686,73.195343377,3.4603231118,7.3,63755,33264,4805,45,130336,24871,13.8,13.7,22.5
45,Alabama,Marengo,32.2476712356044,-87.7895430742731,20066,20.5408757762514,42.2,32.4,9.7974289053,36.12903,90.909090909,50.736425588,5.0072473317,14.1,37733,20359,415,33,77137,10307,22,18.6,23.1
46,Alabama,Marion,34.1365641231201,-87.8871385572087,30239,40.7373540946116,36.8,31.3,11.408083442,33.51993,90.217391304,55.606441129,4.0879751375,7.6,37887,20998,620,39,74517,15563,13.3,20.1,21.1
47,Alabama,Marshall,34.3669625649157,-86.3066442788053,94534,167.067902120766,34.4,36.2,15.643576987,55.4695,92.289348172,52.029932909,3.3827879243,7.2,46233,21767,1777,43,90033,18310,12.2,16.4,24.7
48,Alabama,Mobile,30.7915214474844,-88.2064769202696,414291,336.98647823568,36.3,30.6,11.719890151,67.15706,83.709920379,59.526485353,4.6946202363,8.7,43598,23318,7126,41,95084,18037,17.9,14.5,24
49,Alabama,Monroe,31.5708847401232,-87.3654355258009,21975,21.4246648551755,41.8,33.7,12.789735099,37.51114,88.030888031,40.808902204,6.1749091925,21.8,39556,16556,419,37,75904,9034,24.1,17.8,23.4
50,Alabama,Montgomery,32.2202691815894,-86.2076234130588,227392,289.906543288055,37.7,28.7,11.005422221,97.50889,81.608133087,62.194804773,3.9960598225,8.4,49640,26255,3323,38,100500,18312,20.7,13.3,23.2
51,Alabama,Morgan,34.4534749886009,-86.8529474423102,119555,206.357195308012,32.4,26.6,11.560252216,48.81415,90.196078431,55.908753459,3.5197642841,8.9,52797,24415,1988,44,96011,20893,12.9,15.8,23.2
52,Alabama,Perry,32.6384681745508,-87.2944118630526,9856,13.6952948308391,43.4,34.6,11.480988312,32.12335,93.069306931,54.639709694,6.5351780983,11.7,26814,14033,204,23,48123,10207,28.6,18.9,22.5
53,Alabama,Pickens,33.2808008318267,-88.0887563547337,20042,22.7380536706857,34.9,25.5,11.607203534,39.65107,98.181818182,53.347947389,4.5611787316,12.3,37586,19188,327,46,81049,13921,18.9,17.9,20.9
54,Alabama,Pike,31.802733152114,-85.9409376335061,33277,49.5117075946977,36.2,27.8,12.916650758,48.09571,87.285223368,59.649842703,4.5042678923,9.7,37259,20180,521,38,83247,11972,21,14.3,20
55,Alabama,Randolph,33.29379107876,-85.459133229405,22615,38.9544945458554,37.4,34.2,13.227662455,30.87781,91.80887372,49.543831813,4.0155168798,8,40546,19584,460,33,76728,15073,15.3,19.4,22.2
56,Alabama,Russell,32.2884021180542,-85.1849287909993,58636,91.4539065278078,45.1,31.5,11.304654005,26.29503,88.145896657,61.467441149,4.0205447733,9.4,39104,20760,1098,40,82735,15915,19.2,12.6,25.1
57,Alabama,St. Clair,33.7156992671048,-86.3147091591381,86576,137.008095115931,36.6,30.7,10.041068328,17.007,88.405797101,55.491864721,3.4951994557,6.4,57284,24474,1519,39,98954,23476,11.7,15.2,23
58,Alabama,Shelby,33.2642846545185,-86.6606694053854,205951,262.234818984604,35,25,7.8591340516,80.52246,94.221585482,76.467547284,2.8514230541,4.6,75663,34117,2188,44,136513,32658,9.3,13,24.4
59,Alabama,Sumter,32.5910611286449,-88.1988513022031,13285,14.6976002919179,42.8,37.6,11.362216205,55.17459,76.978417266,56.98017714,5.8934563758,15.3,27859,13929,238,28,63685,8423,27.7,16.2,19.9
60,Alabama,Talladega,33.3800873463698,-86.1658909132268,81057,110.015667719794,38.8,34.9,10.302041075,31.22463,92.702394527,52.011855126,4.2798330379,12,41630,20430,1705,34,82924,16556,17.2,16.1,22.2
61,Alabama,Tallapoosa,32.8623836489401,-85.797502995923,40958,57.1623727030297,36,30,11.904836931,49.163,89.892473118,49.884151993,4.1863605672,9.8,42205,21410,807,43,87176,15691,16.6,19.5,21.5
62,Alabama,Tuscaloosa,33.2895782353836,-87.5251153607843,202471,153.192540576555,34.6,30,9.3086830807,72.18097,88.524590164,64.304939259,3.6566275143,7,52557,23896,2750,44,103302,20589,16.4,11.7,21
63,Alabama,Walker,33.8033167310492,-87.2973326927355,65593,82.9038880658283,39.6,35.7,11.670766468,40.58822,90.358467244,52.907894737,4.249562311,11,45434,20410,1675,40,85878,17005,14.6,18.1,22.2
64,Alabama,Washington,31.4076346187676,-88.2078622066998,16909,15.6534933135549,32.9,34.1,13.909465021,18.14772,92.672413793,49.56622325,5.8347082646,16.1,44424,19598,313,28,81850,16211,17.2,16.7,23.5
65,Alabama,Wilcox,31.9893103033129,-87.3081999788081,11119,12.5143795355173,47.7,36.8,10.518884575,37.31691,83.216783217,39.448051948,9.5830285296,20.4,25385,14800,258,23,61357,10647,29.3,17.8,23.4
66,Alabama,Winston,34.1492042514065,-87.3736692212495,24013,39.1742633653114,37.8,32.2,12.772754345,42.15496,92.857142857,53.070926032,4.1918004294,8.7,41156,19299,515,40,75474,17336,13.1,20,21
67,Alaska,Aleutians East,55.6854323952105,-161.244412102279,3299,0.472503663451779,50.5,30,27.860858257,NA,88.888888889,49.049049049,2.9728565274,2.6,70081,31025,NA,NA,121429,28625,12.5,6.7,12.3
68,Alaska,Aleutians West,53.6677503270307,-166.890422684322,5714,1.3015181254748,44.3,30.1,20.234886407,34.70415,90.625,52.861771058,3.540802213,1.1,82633,35083,NA,NA,143818,47720,12.3,5.7,15.7
69,Alaska,Anchorage,61.1507763911176,-149.104986017966,299321,175.389598430272,31.8,17.6,12.741420575,110.41052,80.60910869,70.964641724,5.4939124712,6,82113,37864,3203,38,152394,39712,12.1,8.9,25
70,Alaska,Bethel,60.9473108280693,-159.522360924498,17885,0.440841840485754,31,31.3,19.778423538,99.57955,61.676646707,35.72794899,12.77027027,19.3,44304,18231,249,10,113920,20083,21.5,6.7,35.9
71,Alaska,Bristol Bay,58.7419514278416,-156.702879381781,942,1.86960445318766,41.8,28.8,17.438692098,0,85.365853659,61.061946903,6.3492063492,5.7,77257,41420,NA,32,146167,37636,12.2,8,23.4
72,Alaska,Denali,63.6731969016245,-150.009454521272,2125,0.166698171450508,25.3,18.1,13.956105796,NA,64.705882353,72.370766488,7.8125,1.2,75477,38337,NA,NA,127800,40594,14.5,7.3,17.9
73,Alaska,Dillingham,59.8088028448766,-158.190823423849,4980,0.26819284808528,35.6,23.9,17.430988424,263.58475,67.088607595,48.793774319,8.1894425259,11.2,54524,23520,65,26,109896,23571,16.5,8.1,31.8
74,Alaska,Fairbanks North Star,64.8079232045954,-146.56367930232,100150,13.6382906250473,30,18.2,13.238400934,78.23235,73.877917415,72.445739352,5.8024771697,8.5,74268,34182,942,35,137048,37297,12.5,7.8,24.5
75,Alaska,Haines,59.1146921843878,-135.70052151013,2528,1.08956056935906,27,20.8,17.98488665,277.11797,78.260869565,71.359223301,9.5238095238,3.8,58943,32673,NA,27,122238,29793,13.3,16.6,18.3
76,Alaska,Hoonah-Angoon,58.7465511176809,-136.560458947626,2107,0.321642670147993,32.2,19,22.855428914,NA,90.909090909,49.774774775,12.607944732,10.2,51188,31451,NA,NA,110083,29769,15.9,16.7,18.6
77,Alaska,Juneau,58.4697877159414,-134.157652909342,32524,12.0369879789739,27.3,16,13.368336026,127.74974,83.050847458,76.415708397,4.422005571,4.9,79173,40592,347,43,150011,44457,10.3,10.4,22.3
78,Alaska,Kenai Peninsula,60.1872284227239,-150.295188410751,57637,3.58548875168117,32.7,22.5,16.04337289,78.47553,85.436893204,58.205472672,7.7140808393,8.7,65439,32556,848,NA,125818,26616,13.6,14.1,23
79,Alaska,Ketchikan Gateway,55.5964541404708,-130.917688078038,13715,2.82294383457175,38.2,19.2,17.186423156,101.03926,83.870967742,59.86565911,6.0062624537,7.6,68309,32694,169,38,128217,30429,13,12.6,22.6
80,Alaska,Kodiak Island,57.4309745978619,-153.537285817375,13918,2.12477266309847,34.1,24.5,18.414408349,126.41285,86.187845304,63.658716499,5.8293075684,3.6,74109,32066,107,42,124324,32306,11.5,8.4,26.9
81,Alaska,Kusilvak,62.1545387140138,-163.378639937148,7993,0.467937122445139,23.2,27.8,17.650850954,NA,61.818181818,24.068479355,19.903988183,26.4,32728,11701,129,20,69323,16266,27.4,5.3,40.2
82,Alaska,Lake and Peninsula,58.6491353432364,-156.178780135003,1411,0.0601699744698735,37.8,22.2,25.346260388,0,NA,51.800554017,11.637347767,11.7,49403,22684,NA,NA,85313,20833,17.9,6.1,30.9
83,Alaska,Matanuska-Susitna,62.3157398611395,-149.570678874769,98679,4.01004889959274,34.4,22,14.849157915,45.05688,83.227176221,58.76688653,7.6383934192,9.9,74649,30078,1133,32,136778,30563,12.8,9.6,27.4
84,Alaska,Nome,65.0393296380602,-163.510517350166,9879,0.430214906454928,40.3,24.9,21.207087486,90.71666,75.496688742,36.900652091,11.597374179,17.4,55318,20033,153,4,108828,25644,20.6,7.3,34.5
85,Alaska,North Slope,69.311848133667,-153.479480564389,9681,0.108972414054832,40.1,35.4,17.808672625,30.66857,68.148148148,49.186569747,7.0319367126,10,89276,49982,115,NA,142280,33267,14.2,4.7,25.5
86,Alaska,Northwest Arctic,67.0530024776582,-159.72100842696,7723,0.216723035763562,42.1,26.7,24.104741684,52.05622,75.806451613,31.972454501,14.227086183,22.6,59337,21028,117,NA,131786,24830,22.9,6.8,35.2
87,Alaska,Petersburg,57.2747529294592,-132.864056420767,3196,1.09542751868048,25,18.2,18.731231231,182.87108,89.583333333,63.149847095,8.6894586895,5.8,66075,34788,NA,NA,126111,28986,12.6,13.8,23.5
88,Alaska,Prince of Wales-Hyder,55.497027715705,-132.84246368439,6374,1.21131820720015,44.9,22.8,23.176601259,77.6036,77.477477477,51.728723404,10.865815799,13.6,49356,25564,113,NA,102284,23725,16.5,11.3,24.3
89,Alaska,Sitka,56.9475823079395,-135.05252187823,8921,3.10794898314939,26.6,17.5,18.277656079,195.64967,87.037037037,65.47956293,4.1515426497,4.5,71825,35655,92,31,124016,32290,12,13.2,22.5
90,Alaska,Skagway,59.5617060226449,-135.337467526098,1014,2.24177783724629,32.6,19.2,14.083080041,0,NA,73.045822102,9.8086124402,6.7,74635,39412,NA,24,122188,45577,14.4,9.6,13.2
91,Alaska,Southeast Fairbanks,63.8769139087506,-143.20681038243,6970,0.281416055114213,32.8,18.6,21.075085324,101.62602,76.623376623,52.951388889,9.5918367347,9.4,63527,30757,82,21,125950,29422,15.4,11.4,26.9
92,Alaska,Valdez-Cordova,61.6257043341982,-144.306389508087,9522,0.278109869038896,34.8,19.1,14.89574229,97.00366,66.666666667,52.746815287,7.4448339864,9,68528,35457,109,NA,136455,29106,11.5,10.4,23.9
93,Alaska,Wrangell,56.328842650674,-131.938190184275,2401,0.94472154860554,42.6,30.4,18.935516888,119.0004,90,63.481953291,7.0409134158,7.2,57832,29782,NA,NA,108410,25364,14,19.7,20.6
94,Alaska,Yakutat,59.8884832570637,-140.35023919142,646,0.0844505017358277,31.9,23,18.623481781,0,NA,61.666666667,8.1632653061,7.1,59523,31084,NA,NA,104333,32313,13.6,11.6,22.3
95,Alaska,Yukon-Koyukuk,65.5087334295411,-151.391542540025,5600,0.0384898478776695,30.5,24,24.098218166,18.63933,67.136150235,47.128129602,15.284872299,18.4,38912,20812,114,31,87328,14640,23.2,13.4,27.9
96,Arizona,Apache,35.3955303898734,-109.488833225248,72346,6.46092981529062,33.5,27.2,19.17271189,32.12021,72.588420108,49.474891357,10.065327849,15.8,33652,13428,1296,38,73095,9578,24.2,13.3,29.3
97,Arizona,Cochise,31.879613428879,-109.751176250007,128177,20.7925210097417,29.8,24.7,10.456419859,54.5064,87.700408998,65.338994474,5.6033270382,8.6,49164,23757,1785,33,93200,19650,13.9,19.8,22.3
98,Arizona,Coconino,35.8387457190252,-111.770511343045,138064,7.41535790815756,23.8,17,13.11674912,84.53145,81.590473146,70.024113187,5.4914832064,8.2,60187,24711,1508,39,110744,21815,18,10.9,21.8
99,Arizona,Gila,33.7997525056345,-110.811716270363,53179,11.1767763237915,30.8,27.1,13.477246208,46.7281,75.171768707,50.453608247,5.888093689,12.1,43585,21470,1154,38,84705,18080,16.8,26.4,20.4
100,Arizona,Graham,32.9327047295035,-109.887408510498,37529,8.11841078405483,34.8,23.3,10.018351118,58.71991,85.559772296,55.466437506,5.1350988036,14.4,50157,17710,465,38,91804,19569,14.7,12.3,27.8
101,Arizona,Greenlee,33.2152267537358,-109.240143515106,9224,5.00766232757743,29.3,22.3,8.6147821831,52.88207,89.5625,56.126629423,4.2523364486,8.9,65818,23778,103,29,102237,30916,11.6,11.5,28.3
102,Arizona,La Paz,33.7292868666155,-113.981306519609,20304,4.51237582742431,30.2,39.6,19.76077339,29.1248,83.634868421,41.181710214,6.2318191989,10.6,37350,21447,505,27,73810,14327,14.9,36.1,17.3
103,Arizona,Maricopa,33.3488125404232,-112.491306412054,4088549,444.446743803851,26.9,20.4,12.081175995,70.35005,77.647877747,65.36831258,4.1402073804,6.8,65234,28791,43437,47,121054,27010,13.7,13.8,25
104,Arizona,Mohave,35.7041030891727,-113.757964679534,203629,15.2977006966314,31.8,32.2,13.362976831,49.2278,78.230185497,47.836163031,5.774677559,11.7,45129,22026,4801,38,82349,19777,16.8,26.9,18.7
105,Arizona,Navajo,35.3996639831384,-110.321412545931,108209,10.8754021429262,34,28.9,15.120113587,62.41051,78.216307692,51.599839615,7.7614660821,18.5,40650,16564,1820,39,82215,14269,20.9,15.7,27.9
106,Arizona,Pima,32.0974299148962,-111.789905718709,1003338,109.210301111758,25,19.8,10.86259278,84.37878,73.417255075,66.878790117,4.4889472937,9.2,53395,26204,12658,47,101894,21344,13.6,17.8,21.9
107,Arizona,Pinal,32.9043969302388,-111.344681591056,397604,74.0990351837614,32.6,28.5,11.027964753,16.03767,80.753066589,53.33965416,5.0231180141,9.4,58848,21982,4896,42,98542,24253,13.3,18.2,24.2
108,Arizona,Santa Cruz,31.5260312010517,-110.846600658826,46547,37.6313295971685,26.9,20.3,13.993283224,49.77062,89.797927461,52.813981043,9.3298835705,9.7,40545,18860,351,34,82421,18028,9.6,15.9,28.5
109,Arizona,Yavapai,34.5999012771725,-112.553912659859,218586,26.9078352550054,23,23.2,12.924381971,62.23484,82.083333333,59.569615232,4.4679884111,8.5,48758,26584,3621,42,92521,22249,14.9,28.3,17.4
110,Arizona,Yuma,32.7694301082438,-113.905597067593,203292,36.8681664881364,36.9,26.3,14.199480988,47.22118,88.75193662,55.331333515,17.041869802,12.5,44116,19483,1994,39,86694,19879,16.1,17.4,26.2
111,Arkansas,Arkansas,34.290815288302,-91.3749171644414,18569,18.7793119734212,30.6,38.2,8.9244531414,55.65759,82.278481013,54.739843193,3.3958103638,9.1,43887,23287,364,41,81740,14722,19.4,17.8,23.1
112,Arkansas,Ashley,33.1912166170293,-91.7684630266682,20989,22.6822720895971,42.6,47.4,9.2027221078,39.4419,90.217391304,53.380217786,5.4666146037,10,41127,20290,398,44,81208,15749,19.4,18.1,23.5
113,Arkansas,Baxter,36.2872147381421,-92.3369536481037,40992,73.9549470414219,33.7,29.8,8.3837602026,74.96071,85.875706215,61.727600412,4.118325943,6.2,39686,23068,797,47,77591,20562,13.9,30.1,17.7
114,Arkansas,Benton,36.3387301991844,-94.2562056794089,245231,289.364376008057,29.3,23.8,10.426607884,60.45813,90.446280992,61.882773715,2.8808666409,3.4,68978,28996,2590,51,124264,29912,11.1,12.8,27.1
115,Arkansas,Boone,36.3085968435502,-93.0915400605962,37301,63.1866086673998,34.4,30.2,8.6164801628,74.90436,92.592592593,59.392393321,3.5380928355,8.4,44482,21719,617,46,84500,20876,14.6,19.7,22.2
116,Arkansas,Bradley,33.4664252173498,-92.1623958254125,11096,17.0908549016021,46.4,40.8,11.556740466,55.22828,90.163934426,46.542553191,4.4933516735,11,37729,20465,215,50,84838,15350,20.1,18.3,23.5
117,Arkansas,Calhoun,33.5580367601381,-92.5030500938852,5210,8.28873417410445,29.4,37.1,8.3375570198,38.11702,91.666666667,53.210202287,3.9101497504,6.8,44969,21093,122,35,89750,17463,17.1,18.5,19.6
118,Arkansas,Carroll,36.3410250419993,-93.5382463857737,27690,43.9538193778416,27.7,33.5,12.77965783,57.25737,82.278481013,45.073848827,3.2122794525,6,45023,20888,500,42,75744,19650,12.3,20.9,22.1
119,Arkansas,Chicot,33.2672178533189,-91.2939840753232,11189,17.3658689782684,38.8,35.6,8.9078233927,103.42234,86.554621849,47.481420314,6.8862275449,10.8,31787,18853,230,26,73492,11670,25.7,19.2,22.9
120,Arkansas,Clark,34.0509843164184,-93.17637292882,22684,26.1917608330447,26.9,38.3,7.2066968781,44.85713,84.293193717,62.012692656,3.8204592902,7.9,45408,19500,316,49,84526,17149,19.5,15.7,19.5
121,Arkansas,Clay,36.3682702016516,-90.4175555476246,15202,23.7736440706512,42.6,31.9,8.6579335473,13.40483,93.081761006,49.955843391,4.3873179092,7,37687,19192,329,31,68027,13672,17.3,21,21.1
122,Arkansas,Cleburne,35.538106674756,-92.0267314995223,25587,46.2117580365208,36.6,34.3,9.1217696014,55.89269,92.045454545,45.816812054,4.5345541748,8.5,44902,25078,487,44,82092,20905,14.9,25.4,19.7
123,Arkansas,Cleveland,33.8983736073835,-92.1851923158862,8421,14.0870420504734,35.5,32.9,8.8858195212,12.19215,95.652173913,50.675675676,3.9067231981,8.9,47600,21485,156,44,88521,18417,17,18.6,23
124,Arkansas,Columbia,33.2142958999891,-93.2273208531295,24168,31.5481481464735,36.4,34.3,8.2783138649,59.25424,90.650406504,56.908665105,4.7714381048,9.3,40909,19922,399,46,81355,13628,22.1,16.6,21.4
125,Arkansas,Conway,35.2622500871161,-92.7013027388949,21060,38.1344534855172,36.8,38.3,8.5021946967,66.9344,85.520361991,51.305057096,4.3669187607,7.2,44565,21896,405,27,81892,17515,17.1,18.3,23.1
